ACO,ABC,CS,DIRECT,HS,PSO,Firefly
8.404333632,2.236437569,9.558563409,6.417385389,8.810274267,-9.290514067,-6.97077209
8.578450425,1.477838364,9.510461089,6.417385389,8.505535475,-58.56397871,-117.1959823
8.644866196,6.190123939,8.232280502,6.417385389,7.646864047,-32.56583796,-130.9697607
7.131672632,-10.26198245,8.574872673,6.417385389,10.30751676,0.399440629,-88.87785281
8.546216443,-3.393512787,9.535584243,6.417385389,7.045563096,-7.571496487,-16.27384551
9.146324116,-0.551134714,9.518280726,6.417385389,3.166431524,-42.61465701,-106.8112986
7.12899085,8.963760465,8.279025324,6.417385389,7.673200896,-52.55695827,-76.8155653
9.207252802,-2.275855993,8.510947601,6.417385389,7.191118485,-41.90656962,-79.44250878
8.922986555,4.048192183,9.55874016,6.417385389,8.872616035,-62.7159508,-45.43784089
9.029822541,0.473594071,9.558740159,6.417385389,6.221285071,-25.25303437,-36.28158615
8.786966394,0.07923851,9.558739182,6.417385389,6.321429733,-27.67562643,-15.81950741
9.308042122,-8.9208728,8.51162259,6.417385389,7.24159007,-36.71133621,-32.80858005
9.389425092,-9.561002496,9.550633509,6.417385389,3.249588629,-55.59904505,-39.46719226
9.381282558,2.697089102,7.389084724,6.417385389,3.83038013,-70.48926748,-38.84719273
6.295868507,-3.034633505,9.327177787,6.417385389,8.683284691,-68.86578799,6.527085424
8.123829079,4.902606446,9.54135142,6.417385389,7.984543112,-19.81535001,-62.43741455
8.665747297,4.318764345,7.530262742,6.417385389,7.53571181,-3.071391263,-14.51578192
6.771024639,0.063909612,6.347528758,6.417385389,9.07064974,-98.8135817,-96.88617574
8.503787017,1.42422802,9.165972568,6.417385389,4.361947608,-24.38687085,-82.50345802
8.904162446,-9.374099913,9.558300443,6.417385389,7.103193529,-9.338382726,-41.50929972
8.977628082,-4.428322284,8.875385416,6.417385389,7.053821697,-53.44363882,-46.90499071
7.638778616,8.186593887,9.408945943,6.417385389,8.642274554,-15.80450772,-44.62997827
8.201042052,-4.5631803,3.994320164,6.417385389,9.702661061,-17.70411761,-42.18108523
8.789101679,-1.228130368,9.55874016,6.417385389,8.438314699,-43.09143778,-83.96004612
-0.582663133,-0.39524979,8.527426003,6.417385389,8.103530475,-86.81465642,-22.00623927
